CNO,START,END,CYTOBAND,GSYM,GENE_ALIAS,,GENE_NAME,GENE_TYPE,GPATTERN
7,107200000,114400000,7q31.1,CAV2,CAV,HGNC:1528|MIM:601048|Ensembl:ENSG00000105971|HPRD:03029|Vega:OTTHUMG00000023414,caveolin 2,protein-coding,"caveolae protein, 20-kD|caveolin 2 isoform a and b|caveolin-2"
5,47700000,58900000,5q11,PPAP2A,LLP1a|LPP1|PAP-2a|PAP2|PAP2a2|PAP2alpha2|PAPalpha1,HGNC:9228|MIM:607124|Ensembl:ENSG00000067113|HPRD:06178|Vega:OTTHUMG00000162240,phosphatidic acid phosphatase type 2A,protein-coding,PAP2-alpha|PAP2a|lipid phosphate phosphohydrolase 1|lipid phosphate phosphohydrolase 1a|phosphatidate phosphohydrolase type 2a|phosphatidic acid phosphatase 2a|phosphatidic acid phosphohydrolase type 2a|type 2 phosphatidic acid phosphohydrolase|type-2 phosphatidic acid phosphatase alpha
3,189400000,193800000,3q28,TP63,AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L,HGNC:15979|MIM:603273|Ensembl:ENSG00000073282|HPRD:04469|Vega:OTTHUMG00000156313,tumor protein p63,protein-coding,CUSP|amplified in squamous cell carcinoma|chronic ulcerative stomatitis protein|keratinocyte transcription factor KET|transformation-related protein 63|tumor protein 63|tumor protein p53-competing protein|tumor protein p63 deltaN isoform delta
16,82700000,88827254,16q24,CBFA2T3,ETO2|MTG16|MTGR2|ZMYND4,HGNC:1537|MIM:603870|Ensembl:ENSG00000129993|HPRD:04847|Vega:OTTHUMG00000137864,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",protein-coding,MTG8-related gene 2|MTG8-related protein 2|myeloid translocation gene 8 and 16b|myeloid translocation gene on chromosome 16 protein|protein CBFA2T3|zinc finger MYND domain-containing protein 4
4,76500000,102500000,4q21-q23,UNC5C,UNC5H3,HGNC:12569|MIM:603610|Ensembl:ENSG00000182168|HPRD:04678|Vega:OTTHUMG00000130989,unc-5 homolog C (C. elegans),protein-coding,netrin receptor UNC5C|protein unc-5 homolog 3|protein unc-5 homolog C|unc-5 homolog 3|unc5 (C.elegans homolog) c
6,164400000,170899992,6q27,RNASET2,RNASE6PL|bA514O12.3,HGNC:21686|MIM:612944|Ensembl:ENSG00000026297|Ensembl:ENSG00000249141|HPRD:10197|Vega:OTTHUMG00000016009|Vega:OTTHUMG00000160910,ribonuclease T2,protein-coding,ribonuclease 6
1,0,27800000,1p36,RUNX3,AML2|CBFA3|PEBP2aC,HGNC:10473|MIM:600210|Ensembl:ENSG00000020633|HPRD:02565|Vega:OTTHUMG00000003316,runt-related transcription factor 3,protein-coding,"CBF-alpha-3|PEA2 alpha C|PEA2-alpha C|PEBP2 alpha C|PEBP2-alpha C|SL3-3 enhancer factor 1 alpha C subunit|SL3/AKV core-binding factor alpha C subunit|acute myeloid leukemia 2 protein|acute myeloid leukemia gene 2|core-binding factor subunit alpha-3|core-binding factor, runt domain, alpha subunit 3|oncogene AML-2|polyomavirus enhancer-binding protein 2 alpha C subunit|transcription factor AML2"
1,43900000,46500000,1p34.1,PTCH2,PTC2,HGNC:9586|MIM:603673|Ensembl:ENSG00000117425|HPRD:04722|Vega:OTTHUMG00000008490,patched 2,protein-coding,patched homolog 2|protein patched homolog 2
16,10300000,12500000,16p13.13,SOCS1,CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3,HGNC:19383|MIM:603597|Ensembl:ENSG00000185338|HPRD:04669|Vega:OTTHUMG00000129792,suppressor of cytokine signaling 1,protein-coding,JAK binding protein|JAK-binding protein|STAT induced SH3 protein 1|STAT-induced STAT inhibitor 1|TIP-3|Tec-interacting protein 3|cytokine-inducible SH2 protein 1
17,35400000,47600000,17q21,BECN1,ATG6|VPS30|beclin1,HGNC:1034|MIM:604378|Ensembl:ENSG00000126581|HPRD:05087,"beclin 1, autophagy related",protein-coding,"ATG6 autophagy related 6 homolog|beclin 1 (coiled-coil, moesin-like BCL2 interacting protein)|beclin 1 (coiled-coil, moesin-like BCL2-interacting protein)|beclin-1|coiled-coil myosin-like BCL2-interacting protein"
11,69200000,70700000,11q13.3,FADD,MORT1,HGNC:3573|MIM:602457|Ensembl:ENSG00000168040|HPRD:03909|Vega:OTTHUMG00000167264,Fas (TNFRSF6)-associated via death domain,protein-coding,Fas-associating death domain-containing protein|Fas-associating protein with death domain|growth-inhibiting gene 3 protein|mediator of receptor induced toxicity|mediator of receptor-induced toxicity|protein FADD
8,12700000,29700000,8p22-p21,TNFRSF10B,CD262|DR5|KILLER|KILLER/DR5|TRAIL-R2|TRAILR2|TRICK2|TRICK2A|TRICK2B|TRICKB|ZTNFR9,HGNC:11905|MIM:603612|Ensembl:ENSG00000120889|HPRD:04680|Vega:OTTHUMG00000097826,"tumor necrosis factor receptor superfamily, member 10b",protein-coding,Fas-like protein|TNF-related apoptosis-inducing ligand receptor 2|apoptosis inducing protein TRICK2A/2B|apoptosis inducing receptor TRAIL-R2|cytotoxic TRAIL receptor-2|death domain containing receptor for TRAIL/Apo-2L|death receptor 5|p53-regulated DNA damage-inducible cell death receptor(killer)|tumor necrosis factor receptor superfamily member 10B|tumor necrosis factor receptor-like protein ZTNFR9
8,19100000,29700000,8p21,TNFRSF10A,APO2|CD261|DR4|TRAILR-1|TRAILR1,HGNC:11904|MIM:603611|Ensembl:ENSG00000104689|HPRD:04679|Vega:OTTHUMG00000097843,"tumor necrosis factor receptor superfamily, member 10a",protein-coding,TNF-related apoptosis inducing ligand receptor 1|TNF-related apoptosis-inducing ligand receptor 1|TRAIL receptor 1|TRAIL-R1|cytotoxic TRAIL receptor|death receptor 4|tumor necrosis factor receptor superfamily member 10A|tumor necrosis factor receptor superfamily member 10a variant 2
7,126900000,142800000,7q32-q34,TRIM24,PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1,HGNC:11812|MIM:603406|Ensembl:ENSG00000122779|HPRD:04556|Vega:OTTHUMG00000155820,tripartite motif containing 24,protein-coding,E3 ubiquitin-protein ligase TRIM24|RING finger protein 82|TIF1-alpha|transcription intermediary factor 1-alpha|transcriptional intermediary factor 1|tripartite motif-containing 24
4,141700000,145000000,4q31.21,INPP4B,-,HGNC:6075|MIM:607494|Ensembl:ENSG00000109452|HPRD:06322|Vega:OTTHUMG00000161341,"inositol polyphosphate-4-phosphatase, type II, 105kDa",protein-coding,"inositol polyphosphate 4-phosphatase II; 4-phosphatase II|inositol polyphosphate 4-phosphatase type II|type II inositol-3,4-bisphosphate 4-phosphatase"
6,104800000,113900000,6q21,WISP3,CCN6|LIBC|PPAC|PPD,HGNC:12771|MIM:603400|Ensembl:ENSG00000112761|HPRD:04550|Vega:OTTHUMG00000015385,WNT1 inducible signaling pathway protein 3,protein-coding,CCN family member 6|WISP-3|WNT1-inducible-signaling pathway protein 3
5,130400000,143100000,5q31,HDAC3,HD3|RPD3|RPD3-2,HGNC:4854|MIM:605166|Ensembl:ENSG00000171720|HPRD:08950|Vega:OTTHUMG00000129629,histone deacetylase 3,protein-coding,SMAP45
13,48900000,52200000,13q14.3,DLEU2,1B4|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2OS|TRIM13OS,HGNC:13748|MIM:605766|HPRD:16151,deleted in lymphocytic leukemia 2 (non-protein coding),miscRNA,-
13,39500000,52200000,13q14,TSC22D1,Ptg-2|TGFB1I4|TSC22,HGNC:16826|MIM:607715|Ensembl:ENSG00000102804|HPRD:07414|Vega:OTTHUMG00000016838,"TSC22 domain family, member 1",protein-coding,TGFB-stimulated clone 22 homolog|TGFbeta-stimulated clone 22|TSC22 domain family protein 1|cerebral protein 2|regulatory protein TSC-22|transcriptional regulator TSC-22|transforming growth factor beta-1-induced transcript 4 protein|transforming growth factor beta-stimulated protein TSC-22
15,51100000,55800000,15q21.3,ALDH1A2,RALDH(II)|RALDH2|RALDH2-T,HGNC:15472|MIM:603687|Ensembl:ENSG00000128918|HPRD:04733|Vega:OTTHUMG00000132624,"aldehyde dehydrogenase 1 family, member A2",protein-coding,RALDH 2|retinal dehydrogenase 2|retinaldehyde-specific dehydrogenase type 2
7,90900000,92600000,7q21.2,KRIT1,CAM|CCM1,HGNC:1573|MIM:604214|Ensembl:ENSG00000001631|HPRD:05020|Vega:OTTHUMG00000131187,"KRIT1, ankyrin repeat containing",protein-coding,ankyrin repeat-containing protein Krit1|cerebral cavernous malformations 1 protein|krev interaction trapped 1|krev interaction trapped protein 1
1,84700000,94500000,1p22,BCL10,CARMEN|CIPER|CLAP|c-E10|mE10,HGNC:989|MIM:603517|Ensembl:ENSG00000142867|HPRD:04625|Vega:OTTHUMG00000009965,B-cell CLL/lymphoma 10,protein-coding,B-cell lymphoma/leukemia 10|CARD containing molecule enhancing NF-kB|CARD-containing apoptotic signaling protein|CARD-containing molecule enhancing NF-kappa-B|CARD-containing proapoptotic protein|CED-3/ICH-1 prodomain homologous E10-like regulator|cCARMEN|caspase-recruiting domain-containing protein|cellular homolog of vCARMEN|cellular-E10|hCLAP|mammalian CARD-containing adapter molecule E10
6,104800000,113900000,6q21,CCNC,CycC,HGNC:1581|MIM:123838|Ensembl:ENSG00000112237|HPRD:00456|Vega:OTTHUMG00000015268,cyclin C,protein-coding,SRB11 homolog|cyclin-C|hSRB11
3,127700000,131500000,3q21.3,MBD4,MED1,HGNC:6919|MIM:603574|Ensembl:ENSG00000129071|HPRD:04654|Vega:OTTHUMG00000159463,methyl-CpG binding domain protein 4,protein-coding,"3,N(4)-ethenocytosine glycosylase|G/5-fluorouracil mismatch glycosylase with biphasic kinetics|G/T mismatch glycosylase|G/U mismatch glycosylase|methyl-CpG-binding domain protein 4|methyl-CpG-binding endonuclease 1|methyl-CpG-binding protein MBD4|mismatch-specific DNA N-glycosylase|putative methyl-CpG binding protein"
3,43600000,51400000,3p21.3,LIMD1,-,HGNC:6612|MIM:604543|Ensembl:ENSG00000144791|HPRD:05177|Vega:OTTHUMG00000133453,LIM domains containing 1,protein-coding,LIM domain-containing protein 1
17,72900000,78774742,17q25.3,SOCS3,ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3,HGNC:19391|MIM:604176|Ensembl:ENSG00000184557|HPRD:05006,suppressor of cytokine signaling 3,protein-coding,CIS-3|STAT-induced STAT inhibitor 3|cytokine-induced SH2 protein 3|cytokine-inducible SH2 protein 3
5,172200000,176500000,5q35.2,UNC5A,UNC5H1,HGNC:12567|MIM:607869|Ensembl:ENSG00000113763|Vega:OTTHUMG00000163225,unc-5 homolog A (C. elegans),protein-coding,netrin receptor UNC5A|netrin receptor Unc5h1|protein unc-5 homolog 1|protein unc-5 homolog A|unc-5 homolog 1|unc5 (C.elegans homolog) a
8,19100000,23400000,8p21.3,DOK2,p56DOK|p56dok-2,HGNC:2991|MIM:604997|Ensembl:ENSG00000147443|HPRD:05411|Vega:OTTHUMG00000131075,"docking protein 2, 56kDa",protein-coding,docking protein 2|downstream of tyrosine kinase 2|p56(dok-2)
19,6900000,12600000,19p13.2,GADD45GIP1,CKBBP2|CRIF1|PLINP-1|PRG6|Plinp1,HGNC:29996|MIM:605162|Ensembl:ENSG00000179271|HPRD:05519,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",protein-coding,CKII beta binding protein 2|CKII beta-associating protein|CR6 interacting factor 1|CR6-interacting factor 1|growth arrest and DNA damage-inducible proteins-interacting protein 1|p53-responsive gene 6 protein|papillomavirus L2 interacting nuclear protein 1|papillomavirus L2-interacting nuclear protein 1
11,69200000,70700000,11q13.3,AIP,ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2,HGNC:358|MIM:605555|Ensembl:ENSG00000110711|HPRD:10408|Vega:OTTHUMG00000167674,aryl hydrocarbon receptor interacting protein,protein-coding,AH receptor-interacting protein|HBV X-associated protein 2|HBV-X associated protein|aryl hydrocarbon receptor-interacting protein|aryl-hydrocarbon receptor interacting protein|aryl-hydrocarbon receptor-interacting protein|immunophilin homolog ARA9
12,0,19900000,12p13-p12.3,GPRC5A,GPCR5A|RAI3|RAIG1,HGNC:9836|MIM:604138|Ensembl:ENSG00000013588|HPRD:16037|Vega:OTTHUMG00000168710,"G protein-coupled receptor, family C, group 5, member A",protein-coding,G-protein coupled receptor family C group 5 member A|RAIG-1|orphan G-protein-coupling receptor PEIG-1|retinoic acid induced 3|retinoic acid responsive|retinoic acid-induced gene 1 protein|retinoic acid-induced protein 3
13,18400000,39500000,13q12-q13,STARD13,ARHGAP37|DLC2|GT650,HGNC:19164|MIM:609866|Ensembl:ENSG00000133121|HPRD:11607|Vega:OTTHUMG00000016708,StAR-related lipid transfer (START) domain containing 13,protein-coding,46H23.2|DLC-2|Rho GTPase activating protein on chromosome 13q12|deleted in liver cancer 2 protein|stAR-related lipid transfer protein 13
1,60900000,84700000,1p31,DIRAS3,ARHI|NOEY2,HGNC:687|MIM:605193|Ensembl:ENSG00000162595|HPRD:05547,"DIRAS family, GTP-binding RAS-like 3",protein-coding,"GTP-binding protein Di-Ras3|distinct subgroup of the Ras family member 3|ras homolog gene family, member I|rho-related GTP-binding protein RhoI"
6,149100000,152600000,6q25.1,LATS1,WARTS|wts,HGNC:6514|MIM:603473|Ensembl:ENSG00000131023|HPRD:09147|Vega:OTTHUMG00000016437,"LATS, large tumor suppressor, homolog 1 (Drosophila)",protein-coding,"LATS (large tumor suppressor, Drosophila) homolog 1|WARTS protein kinase|h-warts|large tumor suppressor homolog 1|serine/threonine-protein kinase LATS1"
18,2900000,7200000,18p11.31,L3MBTL4,HsT1031,HGNC:26677|Ensembl:ENSG00000154655|HPRD:08198|Vega:OTTHUMG00000131573,l(3)mbt-like 4 (Drosophila),protein-coding,H-l(3)mbt-like protein 4|l(3)mbt-like protein 4|lethal(3)malignant brain tumor-like protein 4
10,105700000,111800000,10q25.1,NEURL,NEURL1|RNF67|bA416N2.1|neu|neu-1,HGNC:7761|MIM:603804|Ensembl:ENSG00000107954|HPRD:04815|Vega:OTTHUMG00000018995,neuralized homolog (Drosophila),protein-coding,RING finger protein 67|h-neuralized 1|neuralized-like protein 1A
17,28800000,35400000,17q12,RASL10B,RRP17|VTS58635,HGNC:30295|MIM:612128|Ensembl:ENSG00000141150|HPRD:15215|Vega:OTTHUMG00000132954,"RAS-like, family 10, member B",protein-coding,Ras-related protein 17|ras-like protein VTS58635|ras-like protein family member 10B
18,17300000,23300000,18q11.2,CABLES1,CABL1|CABLES|HsT2563|IK3-1,HGNC:25097|MIM:609194|Ensembl:ENSG00000134508|HPRD:16461,Cdk5 and Abl enzyme substrate 1,protein-coding,CDK5 and ABL1 enzyme substrate 1|interactor with CDK3 1
10,98000000,105700000,10q24,LGI1,EPITEMPIN|EPT|ETL1|IB1099,HGNC:6572|MIM:604619|Ensembl:ENSG00000108231|HPRD:05216|Vega:OTTHUMG00000018777,"leucine-rich, glioma inactivated 1",protein-coding,epitempin-1|leucine-rich glioma-inactivated protein 1
5,167400000,180857866,5q35-qter,SCGB3A1,HIN-1|HIN1|LU105|PnSP-2|UGRP2,HGNC:18384|MIM:606500|Ensembl:ENSG00000161055|HPRD:05932|Vega:OTTHUMG00000130936,"secretoglobin, family 3A, member 1",protein-coding,cytokine HIN-1|cytokine high in normal-1|high in normal 1|pneumo secretory protein 2|secretoglobin family 3A member 1|uteroglobin-related protein 2
1,165500000,169100000,1q24.2,GORAB,GO|NTKLBP1|SCYL1BP1,HGNC:25676|MIM:607983|Ensembl:ENSG00000120370|HPRD:12144|Vega:OTTHUMG00000035228,"golgin, RAB6-interacting",protein-coding,N-terminal kinase-like-binding protein 1|NTKL-binding protein 1|RAB6-interacting golgin|SCY1-like 1 binding protein 1|SCY1-like 1-binding protein 1|SCYL1-BP1|SCYL1-binding protein 1|hNTKL-BP1
4,102500000,107900000,4q24,AIMP1,EMAP2|EMAPII|HLD3|SCYE1|p43,HGNC:10648|MIM:603605|Ensembl:ENSG00000164022|HPRD:04676|Vega:OTTHUMG00000131217,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,protein-coding,"ARS-interacting multifunctional protein 1|aminoacyl tRNA synthase complex-interacting multifunctional protein 1|endothelial monocyte-activating polypeptide 2|endothelial-monocyte activating polypeptide II|multisynthase complex auxiliary component p43|multisynthetase complex auxiliary component p43|small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)"
8,6200000,12700000,8p23.1,MFHAS1,LRRC65|MASL1,HGNC:16982|MIM:605352|Ensembl:ENSG00000147324|HPRD:12010|Vega:OTTHUMG00000163676,malignant fibrous histiocytoma amplified sequence 1,protein-coding,MFH-amplified sequences with leucine-rich tandem repeats 1|leucine rich repeat containing 65|malignant fibrous histiocytoma-amplified sequence 1|malignant fibrous histiocytoma-amplified sequence with leucine-rich tandem repeats 1
9,101600000,113900000,9q31,KLF4,EZF|GKLF,HGNC:6348|MIM:602253|Ensembl:ENSG00000136826|Vega:OTTHUMG00000020449,Kruppel-like factor 4 (gut),protein-coding,Krueppel-like factor 4|endothelial Kruppel-like zinc finger protein|epithelial zinc finger protein EZF|gut-enriched krueppel-like factor
15,47600000,51100000,15q21.2,COPS2,ALIEN|CSN2|SGN2|TRIP15,HGNC:30747|MIM:604508|Ensembl:ENSG00000166200|HPRD:05146|Vega:OTTHUMG00000172324,COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis),protein-coding,COP9 signalosome complex subunit 2|JAB1-containing signalosome subunit 2|TR-interacting protein 15|TRIP-15|alien homolog|signalosome subunit 2|thyroid receptor interacting protein 15|thyroid receptor-interacting protein 15
4,23100000,27900000,4p15.2,SLIT2,SLIL3|Slit-2,HGNC:11086|MIM:603746|Ensembl:ENSG00000145147|HPRD:04776|Vega:OTTHUMG00000128551,slit homolog 2 (Drosophila),protein-coding,slit homolog 2 protein
13,18400000,31100000,13q12,KL,-,HGNC:6344|MIM:604824|Ensembl:ENSG00000133116|HPRD:05316|Vega:OTTHUMG00000017408,klotho,protein-coding,-
17,68400000,72200000,17q25.1,SLC9A3R1,EBP50|NHERF|NHERF1|NPHLOP2,HGNC:11075|MIM:604990|Ensembl:ENSG00000109062|HPRD:05406,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",protein-coding,"NHERF-1|Na(+)/H(+) exchange regulatory cofactor NHE-RF1|Na+/H+ exchange regulatory co-factor|ezrin-radixin-moesin binding phosphoprotein-50|ezrin-radixin-moesin-binding phosphoprotein 50|regulatory cofactor of Na(+)/H(+) exchanger|sodium-hydrogen exchanger regulatory factor 1|sodium/hydrogen exchanger regulatory factor 1|solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 1|solute carrier family 9 isoform A3 regulatory factor 1"
4,5200000,10900000,4p16.1,HTRA3,Prsp|Tasp,HGNC:30406|MIM:608785|Ensembl:ENSG00000170801|HPRD:08821|Vega:OTTHUMG00000090561,HtrA serine peptidase 3,protein-coding,high-temperature requirement factor A3|pregnancy-related serine protease|probable serine protease HTRA3|serine protease HTRA3
1,92000000,94500000,1p22.1,ARHGAP29,PARG1|RP11-255E17.1,HGNC:30207|MIM:610496|Ensembl:ENSG00000137962|HPRD:06674|Vega:OTTHUMG00000010643,Rho GTPase activating protein 29,protein-coding,PTPL1-associated RhoGAP 1 (PARG1)|PTPL1-associated RhoGAP protein 1|rho GTPase-activating protein 29|rho-type GTPase-activating protein 29
8,93500000,106100000,8q22,TP53INP1,SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1,HGNC:18022|MIM:606185|Ensembl:ENSG00000164938|HPRD:09367|Vega:OTTHUMG00000164697,tumor protein p53 inducible nuclear protein 1,protein-coding,p53-dependent damage-inducible nuclear protein 1|p53-inducible p53DINP1|stress-induced protein|tumor protein p53-inducible nuclear protein 1
1,153300000,154800000,1q22,AIM2,PYHIN4,HGNC:357|MIM:604578|Ensembl:ENSG00000163568|HPRD:05202|Vega:OTTHUMG00000037183,absent in melanoma 2,protein-coding,interferon-inducible protein AIM2
16,10300000,12500000,16p13.13,LITAF,PIG7|SIMPLE|TP53I7,HGNC:16841|MIM:603795|Ensembl:ENSG00000189067|HPRD:10354,lipopolysaccharide-induced TNF factor,protein-coding,LPS-induced TNF-alpha factor|lipopolysaccharide-induced TNF-alpha factor|lipopolysaccharide-induced tumor necrosis factor-alpha factor|p53-induced gene 7 protein|small integral membrane protein of lysosome/late endosome|tumor protein p53 inducible protein 7
6,7000000,10600000,6p24.3,EEF1E1,AIMP3|P18,HGNC:3212|MIM:609206|Ensembl:ENSG00000124802|HPRD:10931|Vega:OTTHUMG00000014221,eukaryotic translation elongation factor 1 epsilon 1,protein-coding,ARS-interacting multifunctional protein 3|aminoacyl tRNA synthetase complex-interacting multifunctional protein 3|eukaryotic translation elongation factor 1 epsilon-1|multisynthase complex auxiliary component p18|p18 component of aminoacyl-tRNA synthetase complex
11,120700000,130300000,11q24,EI24,EPG4|PIG8|TP53I8,HGNC:13276|MIM:605170|Ensembl:ENSG00000149547|HPRD:05526|Vega:OTTHUMG00000165851,etoposide induced 2.4 mRNA,protein-coding,ectopic P-granules autophagy protein 4 homolog|etoposide-induced protein 2.4 homolog|p53-induced gene 8 protein|tumor protein p53 inducible protein 8
6,139100000,160900000,6q24-q25,AKAP12,AKAP250|SSeCKS,HGNC:370|MIM:604698|Ensembl:ENSG00000131016|HPRD:05263|Vega:OTTHUMG00000015833,A kinase (PRKA) anchor protein 12,protein-coding,"A-kinase anchor protein 12|A-kinase anchor protein, 250kDa|AKAP 250|Src-Suppressed C Kinase Substrate|kinase scaffold protein gravin|myasthenia gravis autoantigen gravin"
1,0,2300000,1p36.33,ISG15,G1P2|IFI15|IP17|UCRP|hUCRP,HGNC:4053|MIM:147571|Ensembl:ENSG00000187608|HPRD:00958|Vega:OTTHUMG00000040777,ISG15 ubiquitin-like modifier,protein-coding,"interferon, alpha-inducible protein (clone IFI-15K)|interferon-induced 15 kDa protein|interferon-induced 17 kDa protein|interferon-induced 17-kDa/15-kDa protein|interferon-stimulated protein, 15 kDa|ubiquitin cross-reactive protein|ubiquitin-like protein ISG15"
